date,pm25,pm10,o3,no2,so2,co
2022-05-12,49.0,44.0,10.0,13.0,14.0,10.0
2022-05-13,67.0,33.0,9.5,15.5,14.0,8.5
2022-06-17,18.0,22.0,9.0,18.0,14.0,7.0
2022-06-18,27.0,23.0,8.0,18.0,14.0,6.0
2022-06-19,30.0,28.0,8.0,21.0,14.0,6.0
2022-06-20,35.0,25.0,7.0,21.0,14.0,3.0
2022-06-21,30.0,23.0,10.0,24.0,14.0,3.0
2022-06-22,31.0,29.0,11.0,28.0,14.0,7.0
2022-06-23,46.0,25.0,7.0,22.0,14.0,3.0
2022-06-24,38.0,17.0,6.0,19.0,14.0,2.0
2022-06-25,23.0,21.0,7.0,21.0,14.0,2.0
2022-06-26,31.0,17.0,7.0,23.0,14.0,4.0
2022-06-27,21.0,23.0,13.0,36.0,14.0,9.0
2022-06-28,32.0,29.0,16.0,28.0,14.0,6.0
2022-06-29,44.0,25.0,8.0,32.0,14.0,8.0
2022-06-30,40.0,23.0,11.0,24.0,14.0,3.0
2022-01-03,179.0,98.0,13.0,42.0,12.0,14.0
2022-01-04,174.0,58.0,8.0,34.0,12.0,10.0
2022-01-05,102.0,45.0,8.0,27.0,12.0,8.0
2022-01-06,74.0,51.0,12.0,33.0,13.0,8.0
2022-01-07,87.0,55.0,11.0,31.0,14.0,8.0
2022-01-08,102.0,48.0,5.0,15.0,12.0,6.0
2022-01-09,90.0,41.0,4.0,13.0,11.0,7.0
2022-01-10,80.0,41.0,12.0,23.0,12.0,8.0
2022-01-11,71.0,62.0,4.0,38.0,16.0,13.0
2022-01-12,119.0,58.0,6.0,23.0,13.0,7.0
2022-01-13,116.0,74.0,3.0,37.0,16.0,13.0
2022-01-14,153.0,69.0,5.0,33.0,12.0,11.0
2022-01-15,144.0,61.0,6.0,28.0,12.0,11.0
2022-01-16,124.0,18.0,6.0,12.0,11.0,5.0
2022-01-17,33.0,45.0,19.0,26.0,13.0,9.0
